年月日,時,気圧(hPa),降水量(mm),気温(℃),露点温度(℃),蒸気圧(hPa),湿度(％),風向・風速(m/s),日照時間(h),全天日射量(MJ/㎡),雪(cm),天気,雲量,視程(km)
2025-07-27,19,1002.9,1004.6,--,33.2,19.7,22.9,45,4.7,南東,1.0,0.39,×,×,,,20.0
2025-07-27,20,1003.3,1005.0,--,32.0,20.0,23.3,49,4.1,南東,0.2,0.02,×,×,,,20.0
2025-07-27,21,1003.7,1005.4,--,31.4,20.1,23.5,51,3.6,南東,,,×,×,,,20.0
2025-07-27,22,1003.7,1005.4,--,30.6,20.5,24.2,55,3.9,南東,,,×,×,,,20.0
2025-07-27,23,1003.8,1005.5,--,29.9,21.0,24.9,59,1.9,南東,,,×,×,,,20.0
2025-07-27,24,1003.7,1005.4,--,29.5,20.9,24.7,60,1.9,南,,,×,×,,,20.0
2025-07-28,1,1003.6,1005.3,--,29.0,21.0,24.8,62,1.4,南東,,,×,×,,,20.0
2025-07-28,2,1003.7,1005.4,--,28.3,21.1,25.0,65,0.6,南東,,,×,×,,,20.0
2025-07-28,3,1003.6,1005.3,--,28.2,21.3,25.3,66,0.9,南南西,,,×,×,,,20.0
2025-07-28,4,1003.6,1005.3,--,27.9,21.2,25.2,67,1.5,南西,,,×,×,,,20.0
2025-07-28,5,1003.4,1005.1,--,27.7,21.0,24.9,67,2.1,南東,,0.00,×,×,,,20.0
2025-07-28,6,1003.6,1005.3,--,27.0,21.1,25.0,70,0.8,南東,0.3,0.04,×,×,,,20.0
2025-07-28,7,1003.5,1005.2,--,28.2,21.0,24.9,65,1.1,東南東,1.0,0.51,×,×,,,20.0
2025-07-28,8,1003.5,1005.2,--,29.4,21.1,25.0,61,2.6,南東,1.0,1.22,×,×,,,20.0
2025-07-28,9,1003.1,1004.8,--,31.4,21.0,24.8,54,2.9,東南東,1.0,1.94,×,×,,,20.0
2025-07-28,10,1002.6,1004.3,--,32.7,20.6,24.3,49,3.5,南東,1.0,2.59,×,×,,,20.0
2025-07-28,11,1002.1,1003.8,--,33.6,20.4,23.9,46,1.5,南東,1.0,3.08,×,×,,,20.0
2025-07-28,12,1001.2,1002.8,--,35.2,22.2,26.7,47,3.4,北北西,1.0,3.38,×,×,,,20.0
2025-07-28,13,1000.5,1002.1,--,35.9,23.2,28.4,48,4.3,北北西,1.0,3.47,×,×,,,20.0
2025-07-28,14,999.8,1001.4,--,36.4,23.3,28.6,47,3.5,北北西,0.9,3.12,×,×,,,20.0
2025-07-28,15,999.3,1000.9,--,36.3,21.7,26.0,43,1.8,東,0.8,2.64,×,×,,,20.0
2025-07-28,16,998.8,1000.4,--,36.2,22.4,27.0,45,2.9,東,0.8,2.06,×,×,,,20.0
2025-07-28,17,998.7,1000.3,--,36.3,22.5,27.2,45,3.6,東,1.0,1.70,×,×,,,20.0
2025-07-28,18,998.6,1000.2,--,35.0,22.4,27.0,48,4.2,東北東,1.0,1.07,×,×,,,20.0
2025-07-28,19,999.0,1000.6,--,34.0,22.1,26.6,50,2.5,東,1.0,0.38,×,×,,,20.0
2025-07-28,20,999.4,1001.1,--,33.3,21.8,26.1,51,3.6,南東,0.1,0.02,×,×,,,20.0
2025-07-28,21,999.8,1001.5,--,32.2,21.4,25.5,53,3.5,南南東,,,×,×,,,20.0
2025-07-28,22,1000.3,1002.0,--,31.5,19.8,23.1,50,2.6,南東,,,×,×,,,20.0
2025-07-28,23,1000.2,1001.9,--,30.8,19.5,22.7,51,2.3,南,,,×,×,,,20.0
2025-07-28,24,1000.2,1001.9,--,29.9,19.3,22.4,53,2.4,南東,,,×,×,,,20.0
